"village_name","village_name_pa","tehsil","district","district_id","tehsil_id","vid","lon","lat"
"Darbahn","ਦਰਬਾਹਨ","Dhar Kalan","Gurdaspur","0301","03010001","00000100","75.8533766750672","32.4798186249552"
"Darkua Bangla","ਦਰਕੂਆ ਬੰਗਲਾ","Dhar Kalan","Gurdaspur","0301","03010001","00000200","75.8391398298143","32.4796671005444"
"Sarti","ਸਾਰਟੀ","Dhar Kalan","Gurdaspur","0301","03010001","00000300","75.8381917829603","32.4658920407113"
"Dukhaniyali","ਦੁਖਨਿਆਲੀ","Dhar Kalan","Gurdaspur","0301","03010001","00000400","75.8683948645541","32.4608322842047"
"Ghar","ਘੜ","Dhar Kalan","Gurdaspur","0301","03010001","00000500","75.8850404340158","32.4491826535298"
"Barsudhal","ਬਾੜਸੁਡਾਲ","Dhar Kalan","Gurdaspur","0301","03010001","00000600","75.8624692997554","32.4459381728962"
"Dunera","ਦੁਨੇਰਾ","Dhar Kalan","Gurdaspur","0301","03010001","00000700","75.8976220207255","32.4261965789398"
"Bhamlada","ਭਮਲਾਦਾ","Dhar Kalan","Gurdaspur","0301","03010001","00000800","75.8657556039976","32.4311989805031"
"Nalloh","ਨਲੋਹ","Dhar Kalan","Gurdaspur","0301","03010001","00000900","75.8499037833091","32.4269712939171"
"Phangota","ਫੰਗੋਤਾ","Dhar Kalan","Gurdaspur","0301","03010001","00001000","75.8159661941351","32.4524855368803"
"Dhar Khurd","ਧਾਰ ਖੁਰਦ","Dhar Kalan","Gurdaspur","0301","03010001","00001100","75.8408277627679","32.4141721775054"
"Phagli  Mama","ਫਾਗਲੀ ਮਾਮਾ","Dhar Kalan","Gurdaspur","0301","03010001","00001200","75.8630874262694","32.4060403909874"
"Lanjera","ਲੰਜੇਰਾ","Dhar Kalan","Gurdaspur","0301","03010001","00001300","75.9012639192840","32.4024317969606"
"Lohrun","ਲੋਹਰੂਨ","Dhar Kalan","Gurdaspur","0301","03010001","00001400","75.9217402320071","32.3963190540132"
"Bakhatpur","ਬਖਤਪੁਰ","Dhar Kalan","Gurdaspur","0301","03010001","00001500","75.9094172364245","32.3841373115310"
"Rohg","ਰੋਘ","Dhar Kalan","Gurdaspur","0301","03010001","00001600","75.8815526413512","32.3859722337270"
"Bhanguri","ਭੰਗੂੜੀ","Dhar Kalan","Gurdaspur","0301","03010001","00001700","75.8606860681023","32.3773528201102"
"Jalahar","ਜਲਾਹੜ","Dhar Kalan","Gurdaspur","0301","03010001","00001800","75.8379879574523","32.3919228729403"
"Dhar Kalan","ਧਾਰ ਕਲਾਂ","Dhar Kalan","Gurdaspur","0301","03010001","00001900","75.8211954700138","32.4121680468924"
"Hardo Saran","ਹਰਦੋ ਸਰਨ","Dhar Kalan","Gurdaspur","0301","03010001","00002000","75.8060386326892","32.4283232513455"
"Chamrour","ਚਮਕੋਰ","Dhar Kalan","Gurdaspur","0301","03010001","00002100","75.7993119830877","32.4359739012392"
"Thara Uparla","ਥੜਾ ਉਪਰਾਲਾ","Dhar Kalan","Gurdaspur","0301","03010001","00002200","75.7767263770173","32.4281115240116"
"Thara Jhikla","ਥੜਾ ਝਿਕਲਾ","Dhar Kalan","Gurdaspur","0301","03010001","00002300","75.7675271712569","32.4023791365360"
"Narainpur","ਨਰੈਣਪੁਰ","Dhar Kalan","Gurdaspur","0301","03010001","00002400","75.8250743155814","32.3495687426867"
"Hara","ਹਾੜਾ","Dhar Kalan","Gurdaspur","0301","03010001","00002500","75.7956507628402","32.3525580510296"
"Tarhari","ਤਰਹਾੜੀ","Dhar Kalan","Gurdaspur","0301","03010001","00002600","75.7505053161838","32.3620466669290"
"Kot","ਕੋਟ","Dhar Kalan","Gurdaspur","0301","03010001","00002700","75.7298496993300","32.3821181753073"
"Tureti","ਤੁਰੇਟੀ","Dhar Kalan","Gurdaspur","0301","03010001","00002800","75.7065221193184","32.3710482528947"
"Rajpura","ਰਾਜਪੁਰਾ","Pathankot","Gurdaspur","0301","03010002","00002900","75.6815098011894","32.3648826688718"
"Barkola","ਬਰਕੋਲਾ","Pathankot","Gurdaspur","0301","03010002","00003000","75.6730471109103","32.3708847847129"
"Harur","ਹਰੂਰ","Pathankot","Gurdaspur","0301","03010002","00003100","75.664761608791","32.3635176321888"
"Kamwal","ਕੰਮਵਾਲ","Pathankot","Gurdaspur","0301","03010002","00003200","75.6580762267744","32.3594975625996"
"Khala","ਖਾਲਾ","Pathankot","Gurdaspur","0301","03010002","00003300","75.6513362485026","32.3568510150065"
"Sadhori","ਸਧੋੜੀ","Pathankot","Gurdaspur","0301","03010002","00003400","75.6408694862626","32.3601821810276"
"Madhopur","ਮਾਧੋਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00003500","75.6235328726103","32.3614652422581"
"Madhopur Chhauni","ਮਾਧੋਪੁਰ ਛਾਉਣੀ","Pathankot","Gurdaspur","0301","03010002","00003600","75.6216964845462","32.3529433569819"
"Gurah Khurd","ਗੁਰਹ ਖੁਰਦ","Pathankot","Gurdaspur","0301","03010002","00003700","75.6403283361928","32.3490747698830"
"Tharial","ਥਰਿਆਲ","Pathankot","Gurdaspur","0301","03010002","00003800","75.6389015237683","32.3360141513728"
"Ranipur","ਰਾਣੀਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00003900","75.6662314692977","32.3291030878960"
"Mutfaroa","ਮੁਤਫਰੋਆ","Pathankot","Gurdaspur","0301","03010002","00004000","75.6428872386558","32.3190821160723"
"Jhanjeli","ਝੰਜੇਲੀ","Pathankot","Gurdaspur","0301","03010002","00004100","75.6414543163793","32.3066125329070"
"Ghoh","ਘੋਹ","Pathankot","Gurdaspur","0301","03010002","00004200","75.6812338054246","32.3157804344700"
"Dadwan","ਡਡਵਾਂ","Pathankot","Gurdaspur","0301","03010002","00004300","75.6870839264218","32.3281077064142"
"Baroi","ਬੜੋਈ","Pathankot","Gurdaspur","0301","03010002","00004400","75.7019409784573","32.3343179560629"
"Jindrai","ਜਿੰਦਰਾਈ","Pathankot","Gurdaspur","0301","03010002","00004500","75.7002638597074","32.3452086701895"
"Jungath","ਜੁੰਗਥ","Pathankot","Gurdaspur","0301","03010002","00004600","75.7183235073488","32.3254929874682"
"Nagrota","ਨਗਰੋਟਾ","Pathankot","Gurdaspur","0301","03010002","00004700","75.7251912658750","32.3147044953587"
"Kother","ਕੋਠੇੜ","Pathankot","Gurdaspur","0301","03010002","00004800","75.7141368477924","32.2993341613320"
"Karoli","ਕਰੋਲੀ","Pathankot","Gurdaspur","0301","03010002","00004900","75.7325723833974","32.2997453225740"
"Gagroli","ਗਗਰੋਲੀ","Pathankot","Gurdaspur","0301","03010002","00005000","75.7521833947019","32.3159957818926"
"Bungal","ਬੁੰਗਾਲ","Pathankot","Gurdaspur","0301","03010002","00005100","75.7733120686974","32.3116346588636"
"Turehti","ਤਰਹੇਟੀ","Pathankot","Gurdaspur","0301","03010002","00005200","75.8028443942464","32.3152502177951"
"Haryal","ਹਰਿਆਲ","Pathankot","Gurdaspur","0301","03010002","00005300","75.7988390670207","32.3045492401550"
"Baghar","ਬਘਾਰ","Pathankot","Gurdaspur","0301","03010002","00005400","75.7879518550878","32.2954696608284"
"Jandwal","ਜੰਡਵਾਲ","Pathankot","Gurdaspur","0301","03010002","00005500","75.7715710926664","32.2814838494480"
"Tahra","ਟਾਹੜਾ","Pathankot","Gurdaspur","0301","03010002","00005600","75.7650703523889","32.2690105107068"
"Chatwal","ਛੱਤਵਾਲ","Pathankot","Gurdaspur","0301","03010002","00005700","75.7517187107990","32.2691674608210"
"Barsun","ਬਰਸੂਨ","Pathankot","Gurdaspur","0301","03010002","00005800","75.736828473428","32.2663824904423"
"Mamun","ਮਮੂਨ","Pathankot","Gurdaspur","0301","03010002","00005900","75.7200600823685","32.2673472699029"
"Sangher","ਸੰਘੇੜ","Pathankot","Gurdaspur","0301","03010002","00006000","75.7294632858384","32.2783649491948"
"Jharoli","ਝੜੋਲੀ","Pathankot","Gurdaspur","0301","03010002","00006100","75.7388129394100","32.2767782684755"
"Halahar","ਹਲਾਹਰ","Pathankot","Gurdaspur","0301","03010002","00006200","75.7481967926083","32.2799762753566"
"Kalarwan","ਕਲਾਰਵਾਂ","Pathankot","Gurdaspur","0301","03010002","00006300","75.7595267911516","32.2808685181002"
"Jakral","ਜਕਰਾਲ","Pathankot","Gurdaspur","0301","03010002","00006400","75.7574439843709","32.2901282989931"
"Athotarwan","ਅਠੋਤਰਵਾਂ","Pathankot","Gurdaspur","0301","03010002","00006500","75.7540281651948","32.3000468749625"
"Bhortarwan","ਭੋਰਤਾਰਵਾਂ","Pathankot","Gurdaspur","0301","03010002","00006600","75.7466815634250","32.2918761877979"
"Phadial","ਫਡਿਆਲ","Pathankot","Gurdaspur","0301","03010002","00006700","75.7349851285840","32.2868418889161"
"Siyonti","ਸਿਊਂਟੀ","Pathankot","Gurdaspur","0301","03010002","00006800","75.7196933930944","32.2898456958315"
"Lamini","ਲਾਮੀਨੀ","Pathankot","Gurdaspur","0301","03010002","00006900","75.7104369842948","32.2802552764029"
"Khanpur","ਖਾਨਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00007000","75.6837217003473","32.2708702177295"
"Manwal","ਮਨਵਾਲ","Pathankot","Gurdaspur","0301","03010002","00007100","75.6956055773611","32.2855644704118"
"Kiari Kalan","ਕਿਆਰੀ ਕਲਾਂ","Pathankot","Gurdaspur","0301","03010002","00007200","75.6978942631645","32.3010934410149"
"Pangoli","ਪੰਗੋਲੀ","Pathankot","Gurdaspur","0301","03010002","00007300","75.6936626933511","32.3039465375977"
"Chak Madho Singh","ਚੱਕ ਮਾਧੋ ਸਿੰਘ","Pathankot","Gurdaspur","0301","03010002","00007400","75.6775115437105","32.2859634752379"
"Kingarian","ਕਿੰਗਰੀਆਂ","Pathankot","Gurdaspur","0301","03010002","00007500","75.6668161517351","32.2714165658265"
"Gosainpur","ਗੋਸਾਈਂਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00007600","75.6664856002348","32.2852182749995"
"Kahanpur","ਕਾਹਨਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00007700","75.6660176282172","32.2994812082900"
"Paddian Lahri","ਪੱਡਿਆਂ ਲਾਹੜੀ","Pathankot","Gurdaspur","0301","03010002","00007800","75.6582726390498","32.2874773264455"
"Chhotepur","ਛੋਟੇਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00007900","75.6499007035718","32.2732205103226"
"Gandran Lahri","ਗੰਦਰਾਂ ਲਾਹੜੀ","Pathankot","Gurdaspur","0301","03010002","00008000","75.6455921214789","32.2861091618934"
"Nihalpur","ਨਿਹਾਲਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00008100","75.6448955555505","32.2985070780180"
"Farakhpur","ਫਰਖਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00008200","75.6376107923713","32.2995819321192"
"Sauli Bhauli","ਸੋਲੀ ਭੋਲੀ","Pathankot","Gurdaspur","0301","03010002","00008300","75.6269323985890","32.3000887020497"
"Bhanwal","ਭਨਵਾਲ","Pathankot","Gurdaspur","0301","03010002","00008400","75.6231979645083","32.3131998850563"
"Bheri Bazurg","ਭੇੜੀ ਬਾਜ਼ੁਰਗ","Pathankot","Gurdaspur","0301","03010002","00008500","75.6008956361637","32.3424615786237"
"Mirzapur","ਮਿਰਜ਼ਾਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00008600","75.5982266060861","32.3508080039041"
"Chhan","ਛੰਨ","Pathankot","Gurdaspur","0301","03010002","00008700","75.5886747046681","32.3354882020314"
"Attepur","ਅੱਤੇਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00008800","75.5844846442582","32.3239420521032"
"Hajipur","ਹਾਜੀਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00008900","75.5965694625648","32.3337405501347"
"Ferozepur Kalan","ਫਿਰੋਜ਼ਪੁਰ ਕਲਾਂ","Pathankot","Gurdaspur","0301","03010002","00009000","75.6033869134133","32.329180896376"
"Bhol Chak","ਭੋਲ ਚੱਕ","Pathankot","Gurdaspur","0301","03010002","00009100","75.5932106036731","32.3185474127804"
"Khadawar","ਖਦਾਵਰ","Pathankot","Gurdaspur","0301","03010002","00009200","75.6036563396306","32.3100704352987"
"Kalaspur","ਕਲਾਸਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00009300","75.6031735472740","32.2927968271177"
"Azizpur Kalan","ਅਜ਼ੀਜ਼ਪੁਰ ਕਲਾਂ","Pathankot","Gurdaspur","0301","03010002","00009400","75.6121347747141","32.2998255003359"
"Kale Chak","ਕਾਲੇ ਚੱਕ","Pathankot","Gurdaspur","0301","03010002","00009500","75.6136829748056","32.2899099420465"
"Bhajurah","ਭਜੂਰਾਹ","Pathankot","Gurdaspur","0301","03010002","00009600","75.6153301287618","32.2809500907538"
"Jammun","ਜੰਮੂ","Pathankot","Gurdaspur","0301","03010002","00009700","75.6289229381569","32.286714740241"
"Islampur","ਇਸਲਾਮਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00009800","75.6265246284232","32.2786262046612"
"Jhakhian Lahri","ਜਾਖੀਆਂ ਲਾਹੜੀ","Pathankot","Gurdaspur","0301","03010002","00009900","75.6330222970251","32.2747658440578"
"Bahadar Lahri","ਬਹਾਦਰ ਲਾਹੜੀ","Pathankot","Gurdaspur","0301","03010002","00010000","75.629995831771","32.2662704418953"
"Bharoli Khurd","ਭਰੋਲੀ ਖੁਰਦ","Pathankot","Gurdaspur","0301","03010002","00010100","75.6316068867587","32.2557892958673"
"Malikpur","ਮਲਕਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00010200","75.6064213132420","32.2561778331392"
"Dadwal","ਡਡਵਾਲ","Pathankot","Gurdaspur","0301","03010002","00010300","75.6184665492567","32.2700700866789"
"Asa Bano","ਆਸਾ ਬਾਨੋ","Pathankot","Gurdaspur","0301","03010002","00010400","75.6036450581339","32.2675311069208"
"Itti","ਇੱਟੀ","Pathankot","Gurdaspur","0301","03010002","00010500","75.6057383397487","32.2740257053304"
"Sujanpur (Rural )","ਸੁਜਾਨਪੁਰ (ਦਿਹਾਤੀ)","Pathankot","Gurdaspur","0301","03010002","00010600","75.5980141953721","32.2816887735237"
"Phool Piara","ਫੁਲ ਪਿਆਰਾ","Pathankot","Gurdaspur","0301","03010002","00010700","75.5897608877103","32.2803705161074"
"Phaloura","ਫਲੋਰਾ","Pathankot","Gurdaspur","0301","03010002","00010800","75.5877355991726","32.2907856946384"
"Shahar","ਸ਼ਹਿਰ","Pathankot","Gurdaspur","0301","03010002","00010900","75.5867437945791","32.3067043552353"
"Bhadrali","ਭਦਰਾਲੀ","Pathankot","Gurdaspur","0301","03010002","00011000","75.5684927936857","32.3211594176215"
"Basroop","ਬਸਰੂਪ","Pathankot","Gurdaspur","0301","03010002","00011100","75.5656930289247","32.2935602333076"
"Jhandpur","ਝੰਡਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00011200","75.5633538585049","32.2762320991911"
"Lahri Samanchan","ਲਾਹੜੀ ਸਮਾਨਚਾਂ","Pathankot","Gurdaspur","0301","03010002","00011300","75.5767802278024","32.2896485630126"
"Sherpur","ਸ਼ੇਰਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00011400","75.5789637163578","32.2807072541740"
"Kalesar","ਕਲੇਸਰ","Pathankot","Gurdaspur","0301","03010002","00011500","75.5742712192338","32.2737381405921"
"Panjor","ਪੰਜੋਰ","Pathankot","Gurdaspur","0301","03010002","00011600","75.5858570190442","32.2719602229977"
"Aima Mughlan","ਐਮਾ ਮੁਗਲਾਂ","Pathankot","Gurdaspur","0301","03010002","00011700","75.5783839399729","32.2660003915063"
"Gatora","ਗਤੋਰਾ","Pathankot","Gurdaspur","0301","03010002","00011800","75.5944860260598","32.2638272850684"
"Muradpur","ਮੁਰਾਦਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00011900","75.582321610404","32.2580920560061"
"Narot Mehra","ਨਰੋਟ ਮਹਿਰਾ","Pathankot","Gurdaspur","0301","03010002","00012000","75.5880128834383","32.2457922727497"
"Bahlolpur","ਬਹਿਲੋਲਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00012100","75.5985754360459","32.2471691607823"
"Sarna (Chak Dhariwal)","ਸਰਨਾ (ਚੱਕ ਧਾਰੀਵਾਲ)","Pathankot","Gurdaspur","0301","03010002","00012200","75.6035832107214","32.2404072818129"
"Jamalpur","ਜਮਾਲਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00012300","75.6071708253719","32.2331909069817"
"Dehriwala","ਡੇਹਰੀਵਾਲਾ","Pathankot","Gurdaspur","0301","03010002","00012400","75.6116177235611","32.2205064241293"
"Lado Chak","ਲਾਡੋ ਚੱਕ","Pathankot","Gurdaspur","0301","03010002","00012500","75.6236384316259","32.2307869245818"
"Dhaki","ਢਾਕੀ","Pathankot","Gurdaspur","0301","03010002","00012600","75.6516468674253","32.2414221060877"
"Sailli","ਸੈਲੀ","Pathankot","Gurdaspur","0301","03010002","00012700","75.6767707405662","32.2442322255596"
"Aima Chahngan","ਐਮਾ ਚਾਹੰਗਾਂ","Pathankot","Gurdaspur","0301","03010002","00012800","75.6247953579375","32.2084918016737"
"Darsopur","ਦਰਸੋਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00012900","75.6232869796468","32.2140952239725"
"Tajpur","ਤਾਜਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00013000","75.632666800432","32.2197731137655"
"Beli Akalian","ਬੇਲੀ ਅਕਾਲੀਆਂ","Pathankot","Gurdaspur","0301","03010002","00013100","75.6457687240544","32.2132688868411"
"Maira Mahantan","ਮੈਰਾ ਮਹੰਤਾਂ","Pathankot","Gurdaspur","0301","03010002","00013200","75.6414128918230","32.2024910416002"
"Naushehra Nalbandan","ਨੌਸ਼ਹਿਰਾ ਨਲਬੰਦਾਂ","Pathankot","Gurdaspur","0301","03010002","00013300","75.6356712069787","32.1925931553744"
"Lahri","ਲਾਹੜੀ","Pathankot","Gurdaspur","0301","03010002","00013400","75.6242872365557","32.1690010399611"
"Simbli Gujjran","ਸਿੰਬਲੀ ਗੁੱਜਰਾਂ","Pathankot","Gurdaspur","0301","03010002","00013500","75.6271037177547","32.1610294826803"
"Talwara Jattan","ਤਲਵਾੜਾ ਜੱਟਾ","Pathankot","Gurdaspur","0301","03010002","00013600","75.6426348620618","32.1606007783591"
"Beli Chahngan","ਬੇਲੀ ਚਾਹੰਗਾਂ","Pathankot","Gurdaspur","0301","03010002","00013700","75.6360475593106","32.1733522441833"
"Nangal Bhor","ਨੰਗਲ ਭੋਰ","Pathankot","Gurdaspur","0301","03010002","00013800","75.6534960185772","32.1642939787916"
"Bhor","ਭੋਰ","Pathankot","Gurdaspur","0301","03010002","00013900","75.6653224740119","32.1752553865858"
"Chak Bhatian","ਚੱਕ ਭੱਟੀਆਂ","Pathankot","Gurdaspur","0301","03010002","00014000","75.6685035976748","32.1659152794437"
"Phulra","ਫੁਲੜਾ","Pathankot","Gurdaspur","0301","03010002","00014100","75.6623538838568","32.1565937722927"
"Chak Manhasan","ਚੱਕ ਮਨਹਾਸਾਂ","Pathankot","Gurdaspur","0301","03010002","00014200","75.6767167218969","32.1565383806199"
"Ghebe","ਘੇਬਾ","Pathankot","Gurdaspur","0301","03010002","00014300","75.6647533417085","32.1504660631521"
"Jindri","ਜਿੰਦੜੀ","Pathankot","Gurdaspur","0301","03010002","00014400","75.6668308144937","32.1446673632434"
"Ghiala","ਘਿਆਲਾ","Pathankot","Gurdaspur","0301","03010002","00014500","75.6678299370644","32.1422750826885"
"Chak Narainian","ਚੱਕ ਨਰੈਣੀਆਂ","Pathankot","Gurdaspur","0301","03010002","00014600","75.6815087864001","32.1414257547589"
"Chak Barain","ਚੱਕ ਭਰਾਈਆਂ","Pathankot","Gurdaspur","0301","03010002","00014700","75.6760482069015","32.1334861661517"
"Anehar","ਅਨੇਹਰ","Pathankot","Gurdaspur","0301","03010002","00014800","75.6721811232698","32.1274044203447"
"Andoi","ਅੰਦੋਈ","Pathankot","Gurdaspur","0301","03010002","00014900","75.6634430034118","32.1229649451779"
"Lahri Brahmanan","ਲਾਹੜੀ ਬ੍ਰਾਹਮਣਾ","Pathankot","Gurdaspur","0301","03010002","00015000","75.6543916179751","32.1368587680781"
"Barwan","ਬਾੜਵਾਂ","Pathankot","Gurdaspur","0301","03010002","00015100","75.6481194928406","32.1410932354403"
"Talwara Gujjran","ਤਲਵਾੜਾ ਗੁਜਰਾਂ","Pathankot","Gurdaspur","0301","03010002","00015200","75.6471867377961","32.1520928219422"
"Kaunterpur","ਕੌਂਤਰਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00015300","75.6300630361893","32.1425679851859"
"Napwal","ਨਪਵਾਲ","Pathankot","Gurdaspur","0301","03010002","00015400","75.6271976449605","32.1302947355908"
"Chak Chimna","ਚੱਕ ਚਿਮਨਾ","Pathankot","Gurdaspur","0301","03010002","00015500","75.6266347597371","32.1200678758627"
"Gurah Kalan","ਗੁਰਹ ਕਲਾਂ","Pathankot","Gurdaspur","0301","03010002","00015600","75.6501639704741","32.1160679450250"
"Mirthal","ਮੀਰਥਲ","Pathankot","Gurdaspur","0301","03010002","00015700","75.6419662406962","32.0955330335534"
"Abadgarh","ਅਬਾਦਗੜ੍ਹ","Pathankot","Gurdaspur","0301","03010002","00015800","75.6257647251782","32.086605285874"
"Bela Mastgarh","ਬੇਲਾ ਮਸਤਗੜ੍ਹ","Pathankot","Gurdaspur","0301","03010002","00015900","75.6155390365083","32.0808753945866"
"Khokhar","ਖੋਖਰ  ","Pathankot","Gurdaspur","0301","03010002","00016000","75.6088331423234","32.0932309351859"
"Dhaki Nimmon","ਢਾਕੀ ਨਿੰਮੋਂ","Pathankot","Gurdaspur","0301","03010002","00016100","75.6112685766460","32.1046791340104"
"Nalunga","ਨਾਲੂੰਗਾ","Pathankot","Gurdaspur","0301","03010002","00016200","75.6272938089137","32.0977251391368"
"Ghandran","ਘੰਡਰਾਂ","Pathankot","Gurdaspur","0301","03010002","00016300","75.6289456488330","32.1057826007057"
"Dhaki Saidan","ਢਾਕੀ ਸੈਦਾਂ","Pathankot","Gurdaspur","0301","03010002","00016400","75.6252159441636","32.1116824935156"
"Gharota Khurd","ਘਰੋਟਾ ਖੁਰਦ","Pathankot","Gurdaspur","0301","03010002","00016500","75.6058766506294","32.1323082641815"
"Gharota Kalan","ਘਰੋਟਾ ਕਲਾਂ","Pathankot","Gurdaspur","0301","03010002","00016600","75.5954367436516","32.1321177594380"
"Garhmal","ਗੜਮਾਲ","Pathankot","Gurdaspur","0301","03010002","00016700","75.5888385966725","32.1517916097199"
"Nala","ਨਾਲਾ","Pathankot","Gurdaspur","0301","03010002","00016800","75.5993736604401","32.1476581685941"
"Pawar","ਪਵਾਰ","Pathankot","Gurdaspur","0301","03010002","00016900","75.6213207204934","32.1508491986025"
"Naurangpur","ਨੌਰੰਗਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00017000","75.6181038750346","32.1559261684719"
"Chhawla","ਛਾਵਲਾ","Pathankot","Gurdaspur","0301","03010002","00017100","75.6048360130765","32.1569463576131"
"Azizpur Khurd","ਅਜ਼ੀਜ਼ਪੁਰ ਖੁਰਦ","Pathankot","Gurdaspur","0301","03010002","00017200","75.6082859769179","32.1643841768382"
"Jhaluia","ਝਲੋਆ","Pathankot","Gurdaspur","0301","03010002","00017300","75.6013251684656","32.1710941695246"
"Najo Chak","ਨਾਜੋ ਚੱਕ","Pathankot","Gurdaspur","0301","03010002","00017400","75.6131589122037","32.1751165285447"
"Farida Nagar","ਫਰੀਦਾ ਨਗਰ","Pathankot","Gurdaspur","0301","03010002","00017500","75.594541264497","32.1850685768664"
"Mirzapur","ਮਿਰਜ਼ਾਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00017600","75.6152486812192","32.1852471293132"
"Bias Lahri","ਬਿਆਸ ਲਾਹੜੀ","Pathankot","Gurdaspur","0301","03010002","00017700","75.6189127997719","32.1906656870589"
"Panjupur","ਪੰਜੂਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00017800","75.6228295320092","32.1998419930222"
"Fatehgarh","ਫਤਿਹਗੜ੍ਹ","Pathankot","Gurdaspur","0301","03010002","00017900","75.6130013124873","32.1992506396862"
"Chhani Mukimpur","ਛੰਨੀ ਮੁਕੀਮਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00018000","75.6022887308335","32.1988777161947"
"Gulpur","ਗੁਲਪੁਰ","Pathankot","Gurdaspur","0301","03010002","00018100","75.6026145579965","32.2071831678146"
"Nahar Ke Bir","ਨਾਹਰ ਕੀ ਬੀੜ","Pathankot","Gurdaspur","0301","03010002","00018200","75.6038743915542","32.2141298852437"
"Chak Paswala","ਚੱਕ ਪਸਵਾਲਾ","Pathankot","Gurdaspur","0301","03010002","00018300","75.5981180758727","32.2244165467359"
"Aima Gujjran","ਐਮਾਂ ਗੁੱਜਰਾਂ","Pathankot","Gurdaspur","0301","03010002","00018400","75.5914774289010","32.2196957088489"
"Jaswal Lahri","ਜਸਵਾਲ ਲਾਹੜੀ","Pathankot","Gurdaspur","0301","03010002","00018500","75.5850953253046","32.2247771127419"
"Raj Parura","ਰਾਜ ਪਰੂਰਾ","Pathankot","Gurdaspur","0301","03010002","00018600","75.5894349526925","32.2334193080843"
"Khoba","ਖੋਬਾ","Pathankot","Gurdaspur","0301","03010002","00018700","75.5763218075221","32.2283823330301"
"Barath","ਬਾਰਠ","Pathankot","Gurdaspur","0301","03010002","00018800","75.5742471128315","32.2361603844847"
"Lehri Bawian","ਲਾਹੜੀ ਬਾਵਿਆਂ","Pathankot","Gurdaspur","0301","03010002","00018900","75.5731090537075","32.2435348709790"
"Jakhbar","ਜਖਬੜ","Pathankot","Gurdaspur","0301","03010002","00019000","75.5771840154786","32.2516495297837"
"Sundar Chak","ਸੁੰਦਰ ਚੱਕ","Pathankot","Gurdaspur","0301","03010002","00019100","75.5597982244781","32.2521451161066"
"Bani Lodhi","ਬਾਨੀ ਲੋਧੀ","Pathankot","Gurdaspur","0301","03010002","00019200","75.5590894471615","32.2634810266479"
"Chakral","ਚੱਕਰਾਲ","Pathankot","Gurdaspur","0301","03010002","00019300","75.5324317945218","32.2611573827747"
"Lahri Mahantan","ਲਾਹੜੀ ਮਹੰਤਾਂ","Pathankot","Gurdaspur","0301","03010002","00019400","75.5398385570159","32.2536109758013"
"Chak Sundar","ਚੱਕ ਸੁੰਦਰ","Pathankot","Gurdaspur","0301","03010002","00019500","75.5470079067896","32.2480119558041"
"Bhagwansar","ਭਗਵਾਨਸਰ","Pathankot","Gurdaspur","0301","03010002","00019600","75.5518117985080","32.2416634941721"
"Chak Bhagwansar","ਚੱਕ ਭਗਵਾਨਸਰ","Pathankot","Gurdaspur","0301","03010002","00019700","75.5362765554899","32.2400745006779"
"Chak Bhoa","ਚੱਕ ਭੋਆ","Pathankot","Gurdaspur","0301","03010002","00019800","75.5327260239351","32.2290524663192"
"Bhoa","ਭੋਆ","Pathankot","Gurdaspur","0301","03010002","00019900","75.5537632605630","32.2303656651117"
"Targarh","ਤਰਗੜ੍ਹ","Pathankot","Gurdaspur","0301","03010002","00020000","75.5445813681133","32.2147358252503"
"Gobindsar","ਗੋਬਿੰਦਸਰ","Pathankot","Gurdaspur","0301","03010002","00020100","75.5621084199607","32.2210212597579"
"Kotli Mughlan","ਕੋਟੀ ਮੁਗਲਾਂ","Pathankot","Gurdaspur","0301","03010002","00020200","75.5731801239126","32.2152165161558"
"Pathan Chak","ਪਠਾਣ ਚੱਕ","Pathankot","Gurdaspur","0301","03010002","00020300","75.5468548759393","32.2035929854858"
